RCP_SNO,SRAP_CNT,ING_INFO
6240165,639,마늘 고춧가루 무무
6251874,1082,마늘 양파 오이 고춧가루
6256524,1369,고추 대파 마늘 고춧가루 버섯
6256541,1005,마늘
6263187,772,대파 마늘 버섯
6265511,897,마늘 버섯
6266878,1107,고추 당근 양파
6278092,945,감자 고추 마늘 양파 고춧가루 갈치
6288326,1806,마늘
6293725,714,고추 마늘
6308481,791,고추 마늘
6318377,628,
6326366,1004,감자 고추 대파 마늘
6327507,1588,
6332527,687,마늘 양파 고춧가루
6333381,1181,마늘 양파 갈비
6333883,703,
6344769,636,고추
6361514,822,계란 고추 상추
6378281,741,고추 마늘 양파 버섯
6383634,1098,고구마
6390571,615,고추 당근 대파 마늘 양파 고춧가루 앞다리
6390852,722,고추 마늘 무무
6403526,1094,양파
6404903,736,양파 상추
6424531,890,마늘 무무
6449308,814,감자 당근 대파 마늘 양파 고춧가루 무무
6460964,672,고추 대파 마늘 배추 양파 버섯 무무
6468622,849,계란 당근
6494282,915,마늘
6499388,777,고추 마늘 양파
6501645,1128,마늘 양파 갈비
6504791,854,계란 고추 당근 마늘 양파
6506379,1906,고추 대파 마늘 배추 양파 버섯 무무
6513023,1069,계란 마늘 양파
6520291,678,당근 마늘 양파 버섯
6522428,1778,대파 마늘
6525216,1186,대파 마늘 무무
6525568,810,고추 고춧가루
6526915,905,대파 양파 버섯
6529670,775,고추 마늘 무무
6531446,768,계란 대파 마늘
6531923,2909,계란
6532908,955,계란 대파 마늘 토마토
6536093,1029,계란 대파
6545490,771,당근 대파 마늘 양파 버섯
6552558,996,계란 고추 양파 무무
6555177,892,양파 무무
6561166,8484,마늘 버섯
6564291,627,감자 대파 마늘
6574552,872,
6582302,826,고추 대파 마늘 양파 고춧가루 무무
6583269,800,감자 고추 당근 마늘 양파
6587608,736,마늘
6588714,1453,감자 고추 대파 마늘
6592498,1736,마늘 양파 갈비
6594330,788,고추 대파 마늘 양파 고춧가루 갈비
6594909,1444,고추 마늘 무무
6596777,1031,대파 마늘 고춧가루
6606174,1465,
6608685,677,당근 오이
6610850,753,마늘 양파 버섯 목심 무무
6617409,852,감자 계란 당근 양파 버섯
6618712,662,고추 마늘
6619739,1003,마늘 양파 버섯
6620912,843,버섯 무무
6629768,685,계란 당근 배추 버섯 무무
6630762,1240,마늘 상추
6636688,1226,
6639969,645,양파 버섯
6642922,615,대파 마늘 배추 양파
6642982,977,고추 마늘 양파
6644488,718,고추 당근 대파 마늘 양파 고춧가루
6644565,1945,
6645702,7979,감자 계란 대파
6648879,619,버섯
6652942,775,고추 양파
6654995,1042,마늘 양파
6655115,3163,대파 마늘 고춧가루
6657924,1856,대파 고춧가루
6658555,685,고추 대파 마늘 배추 고춧가루
6659958,845,당근 대파 마늘 양파
6660443,1023,
6662763,615,양파 오이
6664678,1441,마늘 버섯
6665634,772,고추 배추 양파 고춧가루
6665842,705,고추 마늘 양파 고춧가루
6666123,954,계란
6668256,778,고추 대파 마늘 양파 고춧가루
6669710,726,
6669861,803,고구마
6671409,771,
6671813,646,감자 고추 당근 대파 마늘 양파 고춧가루
6673835,960,당근 마늘 양파 버섯
6674193,775,고추 양파
6674997,789,마늘
6679050,1172,고추 마늘
6679390,731,대파 마늘 양파
6684100,4612,고추 마늘 양파
6684539,727,감자 고추 마늘 고춧가루
6685013,673,양파
6685679,3874,계란 고추 마늘 양파
6685841,965,고추 당근 마늘 양파 버섯
6688343,1846,고추 마늘 양파
6689057,1686,고추 마늘
6689558,621,당근 마늘 양파
6689821,637,고추 대파 마늘 양파 고춧가루 버섯
6690140,887,고추 대파 마늘 양파
6690620,606,고추 대파 마늘 배추
6690857,662,버섯
6692452,953,고추 마늘
6692470,641,고추 마늘 양파 오이 고춧가루
6694237,2104,고추
6694951,709,오이
6695005,637,고추 당근 마늘 배추 양파 앞다리
6695286,1056,계란 당근 양파
6695897,1403,고추 대파 버섯 무무
6697217,3467,고추 마늘 고춧가루 버섯
6697971,624,토마토
6697997,674,오이 무무
6698779,1152,고추 당근 대파 마늘
6699948,606,마늘
6703027,738,고추 마늘 양파 무무
6704770,1661,당근 마늘 양파
6705823,616,마늘
6707756,628,계란 당근 양파 버섯
6707909,1047,계란 양파 토마토
6708201,751,마늘
6711169,917,고추 마늘
6711646,787,고추 대파 양파
6711683,1176,
6711973,1077,고추
6712252,5921,고추 고춧가루 무무
6712369,7296,당근 마늘 양파 상추 오이 고춧가루
6714932,1062,마늘
6716414,609,마늘 양파 고춧가루 무무
6716443,858,감자 고추 마늘 양파
6716826,681,마늘 양파
6717368,807,대파 양파 고춧가루 버섯
6717382,651,
6718385,769,계란 고추 양파
6720175,7455,고추 대파 양파 버섯 무무
6720605,801,
6723360,4030,마늘 고춧가루 갈비
6723751,1523,오이
6726989,1202,당근 양파 버섯
6727015,603,고추 대파 마늘
6727692,8523,당근 양파
6728249,2675,대파 버섯 목심 무무
6728259,1221,고추 당근 마늘 배추 양파 오이 고춧가루
6733126,774,대파
6733300,14347,마늘
6733947,707,고추 마늘
6735849,655,고추 대파 마늘
6737427,616,고구마
6739157,13704,고추 마늘 양파
6739754,959,대파 마늘 양파 버섯
6740535,5887,고추 대파 마늘 양파
6746224,6473,감자 고추 마늘 양파 고춧가루
6750612,1346,고추 양파 고춧가루
6751412,886,마늘
6751996,917,
6756638,1005,마늘
6757244,871,
6760948,1871,계란 마늘 양파 버섯
6761721,696,마늘
6762181,1163,고추 마늘 양파 버섯
6762609,756,고추 마늘 고춧가루 버섯
6763734,2787,고추 대파 마늘 고춧가루 버섯 무무
6764031,952,고추 마늘 양파 오이 고춧가루
6764735,871,고추 당근 마늘 양파 버섯 무무
6766806,1011,당근
6767040,5303,고추 양파 고춧가루
6767310,768,마늘
6767883,2179,버섯
6768245,2073,당근 양파 버섯
6768297,1096,계란
6768460,870,마늘 양파
6769066,687,
6770905,989,고추 마늘
6772181,1676,당근 마늘 양파 오이 고춧가루
6773015,2999,대파 마늘 양파 고춧가루
6773085,1020,고추 마늘 양파
6773941,743,오이 토마토
6773943,1425,마늘 양파 고춧가루
6773969,710,
6775213,5150,마늘 고춧가루 삼겹살
6775347,4015,고추
6775734,1180,고추 마늘 고춧가루
6776344,645,마늘 고춧가루
6776644,1010,마늘
6777336,695,대파 마늘 고춧가루
6777439,1995,
6777553,791,감자 고추 당근 마늘
6777638,797,
6778483,1272,양파 오이
6778614,9653,계란
6778630,812,고추 마늘 양파 고춧가루 버섯
6779002,673,당근 양파 오이
6779163,602,고추 마늘 양파 무무
6779245,1238,고추 양파
6779795,1802,고추 당근 대파 마늘 양파 고춧가루
6780168,758,마늘 고춧가루
6780910,1133,고추 당근 마늘 양파 고춧가루
6781315,628,
6781834,901,고추 마늘
6782665,804,
6784424,2450,버섯
6784492,1060,계란 양파 버섯
6784765,872,고추 상추
6785011,1046,양파 무무
6786023,6738,고추 마늘 오이 고춧가루
6787041,990,고추 마늘 고춧가루 버섯 삼겹살
6788441,804,마늘 고춧가루
6790299,839,
6792613,1482,대파 마늘 고춧가루
6792948,1811,양파
6793252,658,고추 마늘 고춧가루
6793547,671,마늘
6793674,613,고추 마늘 고춧가루
6793680,935,고추
6794253,644,고추 당근 마늘 배추 양파 버섯
6794794,693,양파 무무
6795130,1095,당근 양파 버섯
6795314,1993,양파 버섯
6795433,1214,계란 고춧가루 무무
6795751,754,고추 오이
6795909,1819,고구마
6796319,672,고추 대파 마늘 양파 고춧가루
6796368,1801,고추 마늘 양파
6796725,2865,마늘
6797230,3159,오이
6797536,622,고추 마늘 배추 양파 버섯
6798540,1220,감자 고추 양파
6798597,1079,마늘
6798719,1210,계란
6800127,964,감자 마늘 양파
6800151,1735,
6800191,4682,마늘 고춧가루
6800351,968,
6800364,3150,토마토
6800369,740,고추 마늘 고춧가루
6800979,1799,
6801269,1076,당근 마늘 양파
6801506,1006,고추 마늘 양파
6802510,1056,고춧가루
6803381,925,
6806050,832,대파
6806457,892,고추 마늘 양파
6808876,662,
6808942,1558,고추 마늘
6809009,20267,대파 마늘
6810288,1991,고추 마늘
6810948,1108,
6811064,617,
6811239,6077,
6811319,2028,계란 당근
6811751,1105,고추 마늘
6811822,1942,고추 마늘 양파 고춧가루
6811848,1405,계란 고추
6812170,1752,오이 무무
6812410,1004,고추 마늘
6813453,1011,당근 마늘 양파 버섯
6813567,2673,배추 무무
6814942,698,마늘 고춧가루
6815319,699,마늘
6816034,3302,고추
6816395,1101,당근 배추 버섯
6816414,677,고추 대파 양파
6816912,1253,계란 당근 대파 양파
6817096,1015,고추 마늘 양파 상추 오이 고춧가루
6817216,1737,고추 마늘 양파 고춧가루
6818575,781,고추 마늘 오이
6818693,726,고추 당근 마늘 양파
6820776,781,계란 당근 양파
6821497,2450,고추 당근 마늘 양파 고춧가루
6821697,695,마늘
6821815,1222,고추 마늘
6821828,648,계란 당근 양파 버섯
6822205,762,계란 양파 오이
6822277,1030,고추 마늘 고춧가루
6822847,2541,고추 마늘 양파 무무
6823755,696,오이 무무
6823913,1514,고추
6824162,722,계란
6824411,638,대파
6824414,764,대파 마늘 양파 고춧가루
6824629,1488,감자 계란 양파
6824644,1659,대파 마늘 고춧가루
6824776,1578,당근 마늘 양파 상추 오이 고춧가루
6824865,764,고추 대파 마늘 양파 고춧가루
6824892,602,마늘
6825191,2371,마늘 양파
6825465,911,고추 당근 마늘 양파
6826383,663,계란 고추
6827518,4868,고추 마늘 배추
6827620,897,마늘
6827655,867,당근
6827888,1214,
6828161,754,대파
6828565,1142,오이 버섯
6828693,2384,당근 양파
6828815,616,고추 마늘 양파
6828826,1589,계란 대파 양파
6828829,632,당근 양파
6828845,1040,
6828877,861,감자 고추 양파
6828882,9107,당근
6828884,2090,마늘 양파
6828887,602,
6828931,14737,
6828935,608,양파 오이
6828940,734,오이
6828945,2689,고추 당근 대파 마늘 양파
6828949,2187,배추 양파 상추
6828950,1661,고추 마늘
6828951,13482,마늘 양파 고춧가루 삼겹살
6828954,1004,대파
6828964,3162,고추 마늘 고춧가루
6829005,696,계란 고추 양파
6829028,1868,당근 마늘 버섯
6829030,1374,마늘 양파
6829034,989,계란
6829035,729,계란 대파 마늘 양파 버섯
6829038,2934,고추 대파 마늘
6829039,961,마늘 양파
6829053,839,고춧가루
6829057,1999,당근 양파
6829065,3232,대파 마늘 오이 고춧가루
6829070,1582,계란 대파 양파
6829072,1233,감자 당근 마늘 양파 오이
6829076,705,계란
6829088,743,감자 고추 당근 대파 마늘 양파 고춧가루
6829100,973,감자 당근 양파
6829103,2163,대파 고춧가루
6829107,2665,
6829110,704,계란 마늘 양파 버섯
6829113,2656,
6829114,1595,당근 대파 양파
6829115,602,오이
6829119,837,당근
6829133,3975,감자 당근 마늘 양파
6829134,651,당근
6829139,801,배추 버섯
6829140,800,마늘 양파 버섯
6829141,636,
6829144,1145,마늘 양파
6829146,1533,
6829148,1244,고추 대파 마늘
6829151,1124,고추 오이
6829152,884,당근 버섯
6829153,5768,대파
6829157,1026,당근
6829169,1138,대파 마늘 양파
6829179,1198,계란 마늘
6829209,667,대파 양파
6829213,622,고추 마늘 양파
6829214,741,고추 마늘 양파
6829223,902,계란 무무
6829230,606,
6829256,3484,마늘
6829272,4470,감자
6829276,1741,마늘
6829281,654,고추 대파 마늘 고춧가루
6829283,1035,감자 버섯 무무
6829286,2113,마늘 양파
6829305,2214,마늘 양파 오이
6829308,1149,고추 대파 고춧가루
6829313,734,감자 당근
6829316,779,고추 마늘 양파
6829327,1420,양파
6829328,661,고추 마늘 양파 버섯
6829333,699,마늘 양파 토마토
6829342,2170,무무
6829364,691,고추 마늘 고춧가루
6829369,1717,당근 마늘 양파 상추 고춧가루
6829371,1404,계란 마늘 토마토
6829385,613,고추 마늘
6829386,10515,마늘
6829389,712,고추 대파
6829390,1365,고추 대파 마늘 양파 고춧가루 버섯 무무
6829399,24275,고추 양파
6829401,712,마늘 양파 무무
6829416,3251,오이
6829438,1346,당근 마늘 배추 양파 무무
6829454,4049,마늘 상추 버섯
6829461,1501,오이 무무
6829467,2695,당근 양파 버섯
6829473,629,마늘
6829474,776,계란
6829476,11958,마늘 양파 고춧가루
6829499,3674,계란
6829502,789,
6829512,1405,양파 버섯
6829513,4080,당근 대파 마늘 양파 버섯
6829515,621,오이
6829543,649,고추 마늘
6829553,804,계란 고추 양파 토마토
6829566,698,계란 양파
6829578,843,고춧가루 무무
6829591,2733,당근 배추 양파
6829592,627,감자 양파
6829602,17799,고추 당근 마늘 양파 오이 고춧가루
6829613,1097,마늘 양파
6829616,1134,계란
6829656,811,
6829661,615,
6829669,660,감자 계란 당근
6829685,1009,고추 대파 마늘 양파
6829689,863,
6829699,1969,고추 고춧가루
6829702,1172,계란 양파
6829706,863,계란
6829727,731,고추 마늘 고춧가루
6829728,625,감자 당근 배추 양파
6829733,4125,당근 마늘 양파 갈비 무무
6829748,3301,계란 고추 당근 마늘 상추 오이 고춧가루
6829751,1594,마늘
6829758,1085,
6829760,5681,고추 고춧가루
6829777,881,고추 마늘 고춧가루
6829785,841,
6829787,663,마늘 양파 오이 토마토
6829790,669,감자 고추 당근 마늘 양파
6829807,1198,고추 대파 마늘 양파
6829811,1773,계란 마늘 양파
6829812,1419,당근 배추
6829819,670,양파 무무
6829822,1354,
6829837,1861,고추 마늘 양파
6829842,866,고추 마늘 고춧가루
6829843,861,무무
6829851,829,양파
6829859,3842,계란 마늘
6829862,1139,당근 대파 마늘 양파 버섯
6829865,2068,감자 고추 마늘 고춧가루 고등어 무무
6829871,824,마늘
6829899,844,
6829933,654,당근 대파 마늘 양파 버섯
6829942,749,양파 토마토
6829967,755,고추
6829971,678,계란 양파
6829975,13395,감자 당근 마늘 양파
6829981,1125,고추
6829988,666,
6829989,927,고추
6830006,2930,고추 고춧가루
6830008,2261,계란 마늘 양파
6830018,677,감자 고추 대파 마늘 고춧가루
6830065,653,마늘
6830069,1920,대파 마늘 고춧가루
6830070,3496,계란 대파
6830074,976,감자 계란 당근 양파
6830083,2929,
6830085,2390,마늘
6830096,1787,고추 대파 마늘 양파 버섯
6830098,26213,마늘 양파 오이 고춧가루
6830105,2545,당근 양파 버섯
6830106,804,감자 양파 토마토
6830108,8471,감자 당근 양파
6830123,5923,계란 고추 당근 양파
6830145,864,
6830159,873,계란
6830194,5169,계란 마늘
6830199,692,마늘 양파
6830202,868,고추 양파 무무
6830203,981,고추 마늘 고춧가루
6830205,1019,감자 고추 대파 마늘 양파 고춧가루
6830214,2856,고추 마늘 버섯
6830224,762,감자 고추 마늘 양파
6830231,621,고추 마늘 오이
6830237,5714,계란
6830259,906,
6830260,1024,고추 마늘 오이
6830286,2940,감자 고추 대파 마늘 배추 양파 고춧가루
6830294,5978,고추 대파 마늘 양파 고춧가루
6830310,929,마늘 고춧가루
6830321,1260,고추 대파 양파
6830331,1285,감자 고추 대파 마늘 양파
6830337,788,감자
6830343,1206,
6830356,27307,고추 당근 대파 마늘 양파 오이 고춧가루
6830358,950,마늘
6830360,3364,감자 고추 당근 마늘 양파
6830364,682,감자
6830365,725,양파 토마토 버섯
6830366,753,고추 마늘
6830371,3980,감자 대파 마늘 양파
6830379,661,
6830384,647,고추 당근 양파 상추
6830393,2496,고추 마늘 양파 삼겹살
6830406,2060,감자 당근 양파 오이
6830408,1292,고추 마늘 양파 고춧가루
6830418,634,감자 대파
6830429,1307,양파
6830433,837,감자 고추 당근 대파 마늘 양파 고춧가루
6830435,1302,당근 양파
6830448,1123,고추 마늘 오이 고춧가루
6830460,1931,고추 마늘 양파 고춧가루 무무
6830508,1095,고추 대파 마늘 양파 고춧가루
6830513,872,고추 마늘 고춧가루
6830517,2244,마늘
6830520,1394,고추 마늘 고춧가루
6830532,684,감자 고추 마늘 양파 고춧가루 버섯
6830550,732,
6830560,6924,고추 마늘 양파
6830590,1716,감자 고추 마늘 양파 고춧가루
6830597,802,당근 양파
6830616,5644,배추
6830623,653,계란
6830628,2422,고추 대파 마늘 무무
6830673,1938,감자 고추 마늘 양파 오이 고춧가루
6830680,2944,마늘 양파
6830682,658,무무
6830683,4835,마늘 배추 양파 고춧가루
